density,candidate_cap,seed,epoch,train_loss,validation_loss,validation_hof_loss,validation_path_loss,expected_switch_probability
60,8,2025,1,1187.6278076171875,1030.849609375,0.6402108073234558,0.5618921518325806,0.3211796283721924
60,8,2025,2,917.7744140625,817.8651123046875,0.5867953896522522,0.5342514514923096,0.32555049657821655
60,8,2025,3,717.1433715820312,653.0775756835938,0.5270692706108093,0.5102748274803162,0.3295047879219055
60,8,2025,4,562.9290771484375,524.4580078125,0.45660629868507385,0.49314239621162415,0.3325302004814148
60,8,2025,5,443.1334533691406,422.9010314941406,0.3735831379890442,0.48334208130836487,0.3348936140537262
