epoch,handover_weight,train_total,train_snr_nll,train_ttl,train_hof,train_path,train_selection,train_handover,train_entropy,validation_total,validation_snr_nll,validation_ttl,validation_hof,validation_path,validation_selection,validation_handover,validation_entropy
1,1.0130529637932777,1187.6278076171875,5728.67919921875,40.80859375,0.6934841871261597,0.3911099135875702,1.1600501537322998,0.3010592758655548,0.7988848090171814,1030.849609375,4694.08642578125,90.90199279785156,0.6402108073234558,0.5618921518325806,1.0035372972488403,0.3211796283721924,0.7327972054481506
